Material_Number,Material_Description,Material_Group,Material_Group_Desc,Material_Type,Base_UoM,Created_Date,Created_By,Plant,Industry_Sector,Deletion_Flag,HSN_SAC_Code,Classification,Standard_Price
M1937563,HYDRAULIC HOSE INDUSTRIAL — Var 3,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,05-06-2021,USER006,BPS,M,,79416211,C,102732.39
M6749069,COKING COAL IMPORTED AUS PREMIUM — Var 10,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,24-12-2019,USER002,BPS,M,,85957953,C,272340.63
M4973877,HYDRAULIC OIL ISO 68 — Var 4,3030204,HYDRAULIC OIL ISO 68,HALB,KG,17-07-2019,USER003,,M,,95046407,B,438396.4
M6016002,LUBRICATION OIL TURBINE — Var 11,3030206,LUBRICATION OIL TURBINE,HALB,KG,30-09-2021,USER010,DOL,M,,84126407,C,75964.61
M4085184,CONTRACT LABOUR PLANT MAINTENANCE — Var 1,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,02-05-2020,USER004,ANG,M,,78521688,C,426846.09
M7751028,BEARING MECHANICAL SPARE TIMKEN — Var 9,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,14-04-2024,USER006,,M,,80658131,A,272582.96
M1017344,LUBRICATION OIL TURBINE — Var 11,3030206,LUBRICATION OIL TURBINE,HALB,KG,21-02-2024,USER001,ANG,M,,88202159,A,418824.07
M4431612,BEARING MECHANICAL SPARE SKF — Var 2,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,12-12-2023,USER008,ANG,M,,82184969,C,247840.3
M2989058,HYDRAULIC HOSE INDUSTRIAL — Var 6,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,08-06-2021,USER009,,M,,90581711,C,226072.97
M1762388,SCRAP HEAVY MELT — Var 4,1010009,SCRAP HEAVY MELT,HALB,KG,22-01-2022,USER005,,M,,84098509,B,119292.61
M2890357,PPE HELMET SAFETY — Var 1,3030211,PPE HELMET SAFETY,HALB,KG,08-09-2021,USER006,VSP,M,,81652061,B,299634.38
M5864703,BEARING MECHANICAL SPARE SKF — Var 5,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,14-07-2021,USER007,ANG,M,,79052572,C,194180.22
M6826541,HOUSEKEEPING SERVICES MONTHLY — Var 3,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,05-05-2023,USER010,ANG,M,,75482539,C,10935.5
M6391789,PPE HELMET SAFETY — Var 4,3030211,PPE HELMET SAFETY,HALB,KG,19-10-2020,USER007,ANG,M,,89479046,C,304067.79
M4393654,HYDRAULIC HOSE INDUSTRIAL — Var 5,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,04-11-2021,USER011,,M,,93445637,B,138246.96
M2699252,TRANSPORT INPLANT — Var 8,4040304,TRANSPORT INPLANT,ANLZ,EA,12-09-2022,USER011,KLN,M,,94435710,A,428216.17
M6577621,LUBRICATION OIL TURBINE — Var 1,3030206,LUBRICATION OIL TURBINE,HALB,KG,11-11-2020,USER011,,M,,84840727,A,341302.97
M6335423,CONTRACT LABOUR PLANT MAINTENANCE — Var 6,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,07-01-2022,USER008,BPS,M,,75727864,B,155853.68
M2839264,BEARING MECHANICAL SPARE SKF — Var 3,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,30-12-2021,USER001,KLN,M,,82564335,C,180919.19
M2591020,BEARING MECHANICAL SPARE SKF — Var 8,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,19-05-2020,USER011,,M,,97273400,A,142041.7
M5164260,ANNUAL MAINTENANCE CONTRACT CRANE — Var 6,4040303,ANNUAL MAINTENANCE CONTRACT CRANE,DIEN,ACT,25-10-2021,USER003,,M,,95607476,C,192821.92
M7561431,FERRO SILICON FeSi75 — Var 2,1010012,FERRO SILICON FeSi75,HALB,KG,05-07-2023,USER011,,M,,89698983,B,373535.67
M8854657,BEARING MECHANICAL SPARE SKF — Var 11,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,19-11-2023,USER004,JSR,M,,98848342,C,179135.85
M4008839,IRON ORE LUMPS MARKET — Var 3,1010003,IRON ORE LUMPS MARKET,ROH,TON,19-07-2022,USER004,VSP,M,,90252504,B,460929.75
M4246606,STATIONERY OFFICE SUPPLIES — Var 11,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,31-10-2021,USER011,,M,,87326098,A,429244.34
M2613316,PPE HELMET SAFETY — Var 4,3030211,PPE HELMET SAFETY,HALB,KG,04-05-2022,USER003,ANG,M,,72536010,A,197700.73
M6669593,PPE HELMET SAFETY — Var 5,3030211,PPE HELMET SAFETY,HALB,KG,15-06-2021,USER005,BPS,M,,73483523,A,257688.92
M8554512,PPE SAFETY BOOTS — Var 11,3030212,PPE SAFETY BOOTS,HALB,KG,19-11-2019,USER011,DOL,M,,76672314,B,132457.74
M1827125,IRON ORE FINES OPEN MARKET — Var 5,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,03-02-2022,USER003,,M,,77370105,C,268859.07
M8490739,HYDRAULIC OIL ISO 68 — Var 10,3030204,HYDRAULIC OIL ISO 68,HALB,KG,28-09-2020,USER011,KLN,M,,78512971,C,6640.59
M2733238,LUBRICATION OIL TURBINE — Var 4,3030206,LUBRICATION OIL TURBINE,HALB,KG,23-04-2021,USER003,,M,,75563923,C,328551.99
M2609837,IRON ORE FINES OPEN MARKET — Var 1,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,05-02-2023,USER001,DOL,M,,97066136,B,471563.99
M1259558,WELDING ELECTRODE E7018 — Var 12,3030215,WELDING ELECTRODE E7018,HALB,KG,20-02-2019,USER008,BPS,M,,72547241,A,448928.57
M6814229,CONSULTANCY ENGINEERING DESIGN — Var 3,4040307,CONSULTANCY ENGINEERING DESIGN,HALB,KG,22-01-2020,USER006,DOL,M,,92014554,C,76864.37
M7555499,NITROGEN GAS LIQUID — Var 6,1010015,NITROGEN GAS LIQUID,HALB,KG,16-02-2024,USER011,,M,,79367936,C,16616.91
M6143744,HYDRAULIC OIL ISO 68 — Var 5,3030204,HYDRAULIC OIL ISO 68,HALB,KG,18-03-2021,USER010,BPS,M,,76398442,A,21501.91
M8697782,IRON ORE LUMPS MARKET — Var 3,1010003,IRON ORE LUMPS MARKET,ROH,TON,09-03-2021,USER004,KLN,M,,82697397,A,325231.13
M3890283,INSTRUMENTATION SENSOR PRESSURE — Var 3,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,25-01-2023,USER008,DOL,M,,95539544,C,334289.78
M1211503,WELDING ELECTRODE E7018 — Var 7,3030215,WELDING ELECTRODE E7018,HALB,KG,27-09-2021,USER001,BPS,M,,84317347,C,265268.68
M3985326,SILICO MANGANESE SiMn70 — Var 5,1010011,SILICO MANGANESE SiMn70,HALB,KG,01-12-2023,USER010,,M,,78167881,C,201049.66
M8012222,GREASE INDUSTRIAL EP2 — Var 10,3030205,GREASE INDUSTRIAL EP2,HALB,KG,11-11-2021,USER011,,M,,87396863,A,490310.71
M9631679,PUMP CENTRIFUGAL 5HP — Var 9,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,25-05-2021,USER002,,M,,92692836,C,59203.58
M1385658,STATIONERY OFFICE SUPPLIES — Var 3,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,26-05-2020,USER007,,M,X,73728516,C,457015.22
M5719905,TONER CARTRIDGE LASER — Var 5,3030214,TONER CARTRIDGE LASER,HALB,KG,22-02-2019,USER005,ANG,M,,84825266,C,338263.91
M6669085,PPE HELMET SAFETY — Var 5,3030211,PPE HELMET SAFETY,HALB,KG,03-04-2022,USER011,DOL,M,,96572596,C,402625.07
M5162608,TONER CARTRIDGE LASER — Var 3,3030214,TONER CARTRIDGE LASER,HALB,KG,25-11-2023,USER008,KLN,M,,75189515,C,106651.49
M9823976,NITROGEN GAS LIQUID — Var 11,1010015,NITROGEN GAS LIQUID,HALB,KG,15-12-2020,USER005,KLN,M,,73587793,C,119352.84
M7072971,STATIONERY OFFICE SUPPLIES — Var 11,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,28-07-2023,USER004,BPS,M,,75162910,B,40549.68
M8217547,COAL THERMAL GRADE A 5K — Var 1,1010001,COAL THERMAL GRADE A 5K,ROH,TON,11-04-2020,USER007,,M,,75214317,A,304658.24
M7595881,PUMP CENTRIFUGAL 5HP — Var 10,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,21-07-2022,USER008,JSR,M,,96116278,C,140078.34
M7974620,NITROGEN GAS LIQUID — Var 5,1010015,NITROGEN GAS LIQUID,HALB,KG,18-08-2020,USER002,VSP,M,,85736856,A,383192.76
M7547226,HYDRAULIC HOSE INDUSTRIAL — Var 11,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,08-12-2019,USER005,,M,,73676781,A,452504.23
M7802298,REFRACTORY BRICK MAG-C — Var 1,2020101,REFRACTORY BRICK MAG-C,HALB,KG,18-05-2024,USER005,,M,,80186149,C,215627.69
M5048672,TONER CARTRIDGE LASER — Var 7,3030214,TONER CARTRIDGE LASER,HALB,KG,20-05-2020,USER010,,M,,81543115,C,340001.28
M7965757,ANNUAL MAINTENANCE CONTRACT CRANE — Var 1,4040303,ANNUAL MAINTENANCE CONTRACT CRANE,DIEN,ACT,01-02-2023,USER008,BPS,M,,80353027,B,511.03
M4645172,COAL THERMAL GRADE A 5K — Var 8,1010001,COAL THERMAL GRADE A 5K,ROH,TON,22-09-2020,USER009,ANG,M,,76166284,A,451559.35
M3375893,CONTRACT LABOUR PLANT MAINTENANCE — Var 3,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,16-08-2019,USER002,KLN,M,,82981988,A,176236.56
M1429188,HYDRAULIC HOSE INDUSTRIAL — Var 2,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,08-01-2021,USER009,VSP,M,,91904288,C,181521.54
M9354721,WORK ROLL FORGED — Var 10,2020110,WORK ROLL FORGED,ROH,TON,01-10-2021,USER001,,M,X,82323620,B,20463.88
M3431847,BEARING MECHANICAL SPARE TIMKEN — Var 7,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,16-11-2019,USER009,VSP,M,,72082657,B,363988.16
M7270790,NITROGEN GAS LIQUID — Var 10,1010015,NITROGEN GAS LIQUID,HALB,KG,12-04-2024,USER001,BPS,M,,80529290,B,19472.47
M6744099,IRON ORE LUMPS MARKET — Var 12,1010003,IRON ORE LUMPS MARKET,ROH,TON,15-11-2019,USER004,VSP,M,,91159878,C,52391.04
M5224639,HOUSEKEEPING SERVICES MONTHLY — Var 8,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,26-06-2021,USER006,,M,,82684740,A,293432.74
M6822202,NITROGEN GAS LIQUID — Var 11,1010015,NITROGEN GAS LIQUID,HALB,KG,28-11-2023,USER009,KLN,M,,81704770,C,259842.05
M6488672,LANCE PIPE BOF — Var 8,2020108,LANCE PIPE BOF,HALB,KG,04-03-2019,USER001,,M,,73429606,C,427229.11
M2148655,TONER CARTRIDGE LASER — Var 5,3030214,TONER CARTRIDGE LASER,HALB,KG,22-05-2019,USER009,JSR,M,,83966142,B,166598.71
M3656930,SCRAP HEAVY MELT — Var 5,1010009,SCRAP HEAVY MELT,HALB,KG,26-04-2024,USER002,ANG,M,,99937591,C,133524.05
M1652325,PPE HELMET SAFETY — Var 1,3030211,PPE HELMET SAFETY,HALB,KG,25-06-2021,USER007,,M,,98081907,B,293278.01
M7856169,TONER CARTRIDGE LASER — Var 7,3030214,TONER CARTRIDGE LASER,HALB,KG,07-08-2020,USER001,KLN,M,,86740896,B,322477.79
M8374656,BEARING MECHANICAL SPARE TIMKEN — Var 7,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,29-06-2022,USER006,,M,,72016721,B,251738.42
M7488236,SCRAP HEAVY MELT — Var 5,1010009,SCRAP HEAVY MELT,HALB,KG,22-09-2023,USER004,DOL,M,,82781757,A,234875.44
M8787307,COKING COAL IMPORTED AUS PREMIUM — Var 1,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,16-05-2020,USER006,,M,,81933145,B,249231.78
M8113467,HOUSEKEEPING SERVICES MONTHLY — Var 12,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,10-12-2021,USER012,,M,,78283216,C,447732.68
M5146009,LANCE PIPE BOF — Var 3,2020108,LANCE PIPE BOF,HALB,KG,04-08-2021,USER011,,M,,84406997,A,175233.54
M4407323,GREASE INDUSTRIAL EP2 — Var 4,3030205,GREASE INDUSTRIAL EP2,HALB,KG,08-03-2021,USER010,,M,,98316039,C,350946.49
M9597854,LANCE PIPE BOF — Var 9,2020108,LANCE PIPE BOF,HALB,KG,01-09-2019,USER001,KLN,M,,86182517,C,345878.94
M3318201,BEARING MECHANICAL SPARE TIMKEN — Var 6,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,09-04-2021,USER005,VSP,M,,88480967,C,259998.36
M5565465,BEARING MECHANICAL SPARE TIMKEN — Var 10,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,07-11-2022,USER003,VSP,M,,83065101,C,497181.29
M5796345,HYDRAULIC HOSE INDUSTRIAL — Var 6,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,23-02-2021,USER008,,M,,78802756,A,31700.92
M2589717,BEARING MECHANICAL SPARE SKF — Var 11,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,13-05-2022,USER006,ANG,M,,84429571,B,252530.18
M5999130,LUBRICATION OIL TURBINE — Var 8,3030206,LUBRICATION OIL TURBINE,HALB,KG,26-07-2019,USER007,BPS,M,,80659932,B,453795.27
M3524377,HYDRAULIC OIL ISO 68 — Var 9,3030204,HYDRAULIC OIL ISO 68,HALB,KG,03-04-2023,USER001,BPS,M,,84032912,B,376894.97
M3103247,INSTRUMENTATION SENSOR PRESSURE — Var 2,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,07-10-2023,USER008,,M,X,89741568,C,245473.05
M9525647,NITROGEN GAS LIQUID — Var 5,1010015,NITROGEN GAS LIQUID,HALB,KG,24-02-2022,USER006,,M,,83389858,C,325794.12
M1727134,BACKUP ROLL FORGED — Var 10,2020111,BACKUP ROLL FORGED,ROH,TON,08-02-2019,USER012,ANG,M,,84998980,C,326174.26
M5013121,TONER CARTRIDGE LASER — Var 2,3030214,TONER CARTRIDGE LASER,HALB,KG,02-04-2022,USER007,DOL,M,,77537939,B,357598.89
M9007411,BEARING MECHANICAL SPARE SKF — Var 7,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,14-05-2023,USER012,KLN,M,,93751956,A,202683.31
M4497633,GREASE INDUSTRIAL EP2 — Var 8,3030205,GREASE INDUSTRIAL EP2,HALB,KG,03-01-2021,USER004,,M,,95950378,C,67234.69
M2638656,CONVEYOR BELT INDUSTRIAL — Var 12,3030209,CONVEYOR BELT INDUSTRIAL,HALB,KG,13-09-2023,USER007,,M,,86998253,B,238353.94
M7240771,SCRAP HEAVY MELT — Var 9,1010009,SCRAP HEAVY MELT,HALB,KG,02-03-2020,USER012,,M,,92610680,C,171168.83
M8791203,BEARING MECHANICAL SPARE SKF — Var 10,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,07-02-2019,USER007,KLN,M,,95080501,C,138967.61
M6066183,HYDRAULIC HOSE INDUSTRIAL — Var 5,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,28-07-2020,USER004,,M,X,98360785,A,88812.67
M7971021,CONTRACT LABOUR PLANT MAINTENANCE — Var 3,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,27-10-2021,USER005,,M,,99988627,A,22856.0
M7243375,CONSULTANCY ENGINEERING DESIGN — Var 9,4040307,CONSULTANCY ENGINEERING DESIGN,HALB,KG,03-06-2023,USER010,,M,,87191246,A,484006.22
M2832377,STATIONERY OFFICE SUPPLIES — Var 9,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,05-11-2023,USER002,JSR,M,,97462946,C,416281.26
M7129061,SECURITY CONTRACT PLANT — Var 1,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,18-08-2019,USER010,ANG,M,,73086084,C,68039.95
M4738354,TONER CARTRIDGE LASER — Var 10,3030214,TONER CARTRIDGE LASER,HALB,KG,05-03-2021,USER010,DOL,M,,81680765,B,415050.11
M3952087,INDUCTION MOTOR 30KW SPARE — Var 12,3030207,INDUCTION MOTOR 30KW SPARE,ERSA,EA,14-04-2024,USER012,DOL,M,X,76247387,C,488893.07
M2356868,PPE HELMET SAFETY — Var 10,3030211,PPE HELMET SAFETY,HALB,KG,04-05-2022,USER008,JSR,M,,75376699,B,245019.94
M2341310,PELLET FEED IRON ORE — Var 3,1010008,PELLET FEED IRON ORE,ROH,TON,04-03-2022,USER001,DOL,M,,89689688,A,207089.1
M3982130,TRANSPORT INPLANT — Var 9,4040304,TRANSPORT INPLANT,ANLZ,EA,18-06-2019,USER002,,M,,94719109,B,482216.64
M9528809,LIMESTONE LUMPS BLAST FURNACE — Var 6,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,12-12-2021,USER003,VSP,M,,90527969,C,397265.0
M9236053,PPE SAFETY BOOTS — Var 7,3030212,PPE SAFETY BOOTS,HALB,KG,01-01-2023,USER002,BPS,M,,93396741,C,214237.72
M2177010,FERRO MANGANESE Mn78 — Var 7,1010010,FERRO MANGANESE Mn78,HALB,KG,02-12-2023,USER002,ANG,M,,93911627,A,258606.32
M7025559,TRANSPORT INPLANT — Var 5,4040304,TRANSPORT INPLANT,ANLZ,EA,29-10-2023,USER008,,M,,80877501,C,37022.79
M3984888,BEARING MECHANICAL SPARE TIMKEN — Var 6,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,13-11-2020,USER007,,M,,95914938,C,472276.64
M3961912,GREASE INDUSTRIAL EP2 — Var 5,3030205,GREASE INDUSTRIAL EP2,HALB,KG,03-10-2022,USER005,VSP,M,,84933591,C,23004.85
M9825675,LUBRICATION OIL TURBINE — Var 12,3030206,LUBRICATION OIL TURBINE,HALB,KG,11-11-2019,USER006,,M,,84030783,C,166050.07
M1892379,CONSULTANCY ENGINEERING DESIGN — Var 7,4040307,CONSULTANCY ENGINEERING DESIGN,HALB,KG,17-11-2019,USER003,,M,,76960488,C,158674.77
M4491266,TONER CARTRIDGE LASER — Var 8,3030214,TONER CARTRIDGE LASER,HALB,KG,11-07-2019,USER008,KLN,M,,93930014,B,221305.91
M3229337,LUBRICATION OIL TURBINE — Var 1,3030206,LUBRICATION OIL TURBINE,HALB,KG,04-04-2023,USER006,,M,,72665550,A,317039.22
M5074485,HYDRAULIC HOSE INDUSTRIAL — Var 4,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,17-06-2019,USER009,ANG,M,,91732421,C,58971.7
M1741100,PPE HELMET SAFETY — Var 11,3030211,PPE HELMET SAFETY,HALB,KG,18-06-2021,USER005,VSP,M,,74287304,C,192838.93
M9549465,STATIONERY OFFICE SUPPLIES — Var 12,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,24-04-2024,USER007,,M,,92105140,B,474681.49
M9097097,HYDRAULIC OIL ISO 68 — Var 8,3030204,HYDRAULIC OIL ISO 68,HALB,KG,19-08-2021,USER005,KLN,M,,83466471,B,149180.42
M1094583,SCRAP HEAVY MELT — Var 8,1010009,SCRAP HEAVY MELT,HALB,KG,27-11-2019,USER007,,M,,92393734,B,394420.77
M4425312,BEARING MECHANICAL SPARE TIMKEN — Var 6,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,05-06-2020,USER012,,M,,91499182,B,73689.72
M2888676,HYDRAULIC HOSE INDUSTRIAL — Var 12,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,15-05-2021,USER002,KLN,M,,72796282,A,348410.33
M1985311,HYDRAULIC OIL ISO 68 — Var 12,3030204,HYDRAULIC OIL ISO 68,HALB,KG,21-04-2024,USER004,VSP,M,,89471342,C,166268.02
M7289602,REFRACTORY BRICK MAG-C — Var 8,2020101,REFRACTORY BRICK MAG-C,HALB,KG,22-04-2020,USER009,ANG,M,,91136943,C,349155.38
M6873005,GREASE INDUSTRIAL EP2 — Var 1,3030205,GREASE INDUSTRIAL EP2,HALB,KG,08-07-2022,USER002,,M,,93093164,C,479396.35
M2769365,PPE HELMET SAFETY — Var 8,3030211,PPE HELMET SAFETY,HALB,KG,16-05-2021,USER002,BPS,M,,93274754,C,127485.37
M9446620,DOLOMITE LUMPS — Var 12,1010006,DOLOMITE LUMPS,HALB,KG,10-01-2022,USER005,,M,,83919106,C,103973.05
M7141324,LIMESTONE LUMPS BLAST FURNACE — Var 5,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,21-01-2022,USER010,JSR,M,,94531595,C,44548.13
M8160539,INDUCTION MOTOR 30KW SPARE — Var 11,3030207,INDUCTION MOTOR 30KW SPARE,ERSA,EA,25-07-2019,USER010,KLN,M,,77944764,B,139060.33
M3254548,STATIONERY OFFICE SUPPLIES — Var 11,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,30-08-2020,USER001,VSP,M,,92196922,C,321489.73
M1493761,PPE HELMET SAFETY — Var 6,3030211,PPE HELMET SAFETY,HALB,KG,02-01-2020,USER003,ANG,M,,94304138,C,65920.27
M5985141,GREASE INDUSTRIAL EP2 — Var 2,3030205,GREASE INDUSTRIAL EP2,HALB,KG,10-02-2021,USER002,,M,,84504361,C,103288.64
M4682476,LANCE PIPE BOF — Var 6,2020108,LANCE PIPE BOF,HALB,KG,05-06-2022,USER008,KLN,M,,84957266,B,159343.7
M3515516,VALVE PNEUMATIC ACTUATOR — Var 3,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,26-07-2021,USER004,BPS,M,,77854044,C,420916.56
M3041020,TRANSPORT INPLANT — Var 6,4040304,TRANSPORT INPLANT,ANLZ,EA,22-10-2023,USER010,JSR,M,,88078457,B,226086.27
M6636376,CONTRACT LABOUR PLANT MAINTENANCE — Var 2,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,24-08-2020,USER001,KLN,M,,76025218,A,405628.9
M7374328,BEARING MECHANICAL SPARE SKF — Var 2,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,12-10-2022,USER005,VSP,M,,85304663,C,24902.23
M2670883,HYDRAULIC HOSE INDUSTRIAL — Var 3,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,30-12-2019,USER009,JSR,M,,85724670,B,45099.75
M5841039,WELDING ELECTRODE E7018 — Var 1,3030215,WELDING ELECTRODE E7018,HALB,KG,15-03-2020,USER004,ANG,M,,75509193,B,42177.82
M3329953,TONER CARTRIDGE LASER — Var 7,3030214,TONER CARTRIDGE LASER,HALB,KG,24-08-2019,USER005,ANG,M,,85300876,C,111093.97
M4451602,STATIONERY OFFICE SUPPLIES — Var 10,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,08-05-2019,USER003,,M,,77025435,B,428942.31
M8680939,BEARING MECHANICAL SPARE TIMKEN — Var 1,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,26-08-2019,USER010,BPS,M,,92761576,C,189831.2
M2203059,BEARING MECHANICAL SPARE TIMKEN — Var 8,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,03-12-2019,USER001,,M,,95182978,C,440782.51
M4957417,TONER CARTRIDGE LASER — Var 6,3030214,TONER CARTRIDGE LASER,HALB,KG,27-09-2021,USER011,DOL,M,,89152424,B,265634.54
M7728191,PPE HELMET SAFETY — Var 5,3030211,PPE HELMET SAFETY,HALB,KG,12-04-2021,USER003,DOL,M,,89657709,B,131345.24
M1205309,LIMESTONE LUMPS BLAST FURNACE — Var 3,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,23-05-2020,USER004,DOL,M,,89399228,C,276105.58
M6074858,BEARING MECHANICAL SPARE TIMKEN — Var 7,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,21-01-2021,USER001,KLN,M,,76590159,C,50521.29
M3721548,WELDING ELECTRODE E7018 — Var 10,3030215,WELDING ELECTRODE E7018,HALB,KG,28-01-2019,USER007,,M,X,82950734,A,305628.47
M1734947,COAL THERMAL GRADE A 5K — Var 6,1010001,COAL THERMAL GRADE A 5K,ROH,TON,29-11-2023,USER002,,M,,81459778,B,465545.29
M9991797,BEARING MECHANICAL SPARE TIMKEN — Var 5,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,27-01-2024,USER011,JSR,M,,88157255,B,42161.14
M7161379,PPE SAFETY BOOTS — Var 12,3030212,PPE SAFETY BOOTS,HALB,KG,20-05-2019,USER004,,M,,80105204,B,322894.42
M9342262,FERRO MANGANESE Mn78 — Var 5,1010010,FERRO MANGANESE Mn78,HALB,KG,15-08-2023,USER010,BPS,M,,88844439,B,310136.88
M7617576,LUBRICATION OIL TURBINE — Var 10,3030206,LUBRICATION OIL TURBINE,HALB,KG,17-08-2019,USER012,,M,,81295466,C,438750.74
M1007211,INSTRUMENTATION SENSOR PRESSURE — Var 7,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,03-07-2022,USER010,KLN,M,,97351485,C,466611.78
M6556920,BEARING MECHANICAL SPARE TIMKEN — Var 12,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,28-06-2022,USER009,BPS,M,,86376552,B,318443.91
M8744374,PPE HELMET SAFETY — Var 10,3030211,PPE HELMET SAFETY,HALB,KG,09-06-2024,USER012,DOL,M,,84432283,B,72537.03
M4796283,LUBRICATION OIL TURBINE — Var 12,3030206,LUBRICATION OIL TURBINE,HALB,KG,28-11-2020,USER002,,M,,86234077,A,486912.54
M7962746,PPE HELMET SAFETY — Var 4,3030211,PPE HELMET SAFETY,HALB,KG,04-04-2019,USER005,,M,,91329730,B,147474.58
M3822265,SECURITY CONTRACT PLANT — Var 10,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,17-06-2021,USER011,ANG,M,,76315390,C,221856.71
M7776695,VALVE PNEUMATIC ACTUATOR — Var 3,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,14-04-2021,USER012,,M,,91914281,C,408590.52
M3428662,STATIONERY OFFICE SUPPLIES — Var 11,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,31-08-2023,USER006,,M,,80979160,B,295519.62
M3482232,PUMP CENTRIFUGAL 5HP — Var 11,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,01-03-2022,USER004,,M,,73444208,C,415091.44
M1558114,IRON ORE FINES OPEN MARKET — Var 10,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,25-05-2021,USER009,,M,,81999391,B,17396.64
M4717034,NITROGEN GAS LIQUID — Var 3,1010015,NITROGEN GAS LIQUID,HALB,KG,28-07-2022,USER008,ANG,M,,82039225,C,335659.69
M3889323,TRANSPORT INPLANT — Var 7,4040304,TRANSPORT INPLANT,ANLZ,EA,28-05-2020,USER006,,M,,78179447,B,244029.48
M4717940,TONER CARTRIDGE LASER — Var 12,3030214,TONER CARTRIDGE LASER,HALB,KG,10-07-2021,USER009,,M,,85321131,B,225357.74
M3737788,GREASE INDUSTRIAL EP2 — Var 5,3030205,GREASE INDUSTRIAL EP2,HALB,KG,25-12-2022,USER008,,M,,78406497,A,64891.52
M8005383,MILL ROLL CHOCK ASSEMBLY — Var 4,2020113,MILL ROLL CHOCK ASSEMBLY,ROH,TON,25-09-2019,USER010,DOL,M,,73288554,B,336011.04
